,mean,std,2.5q,25q,50q,75q,97.5q,mc err
a_FC_subj.S2,-0.2257427633772771,0.04356418040866256,-0.3115324417210906,-0.2549326620924639,-0.22594971620332002,-0.19590301020927897,-0.14071940733226812,0.0014074186443522783
a_FC_subj.S3,-0.024978566761355108,0.04449608144527007,-0.11193573004907105,-0.055400498389165026,-0.024830004959474298,0.005511517244699643,0.06275518793537134,0.0014110243281370554
a_FC_subj.S4,-0.060499560608706815,0.040898160585820104,-0.14133763885476103,-0.08821527686496371,-0.060375601598290266,-0.032469746758633344,0.017522895735200224,0.001114134124356315
a_FC_subj.S5,-0.034759713068986085,0.05240847550494121,-0.1367158244508767,-0.07004092841216772,-0.03476027529833697,0.0008685792839056017,0.06592778845496529,0.0013332698950632967
a_FC_subj.S6,-0.18441032561344747,0.048915008284427595,-0.28244786785537296,-0.21756449268741493,-0.18406271092722953,-0.15003614969613652,-0.09238729977834825,0.0014531935175180223
a_FC_subj.S7,-0.0692691505056054,0.040138274751357866,-0.146528091636904,-0.09678424313209619,-0.07016651524966536,-0.04187554943766031,0.009562226423329545,0.0008875990284438534
a_FC_subj.S8,-0.12600036832349393,0.04989719258047054,-0.22449281975903296,-0.1600124691265694,-0.12584994443571054,-0.09190778000762602,-0.029939629654303967,0.001318205859836161
a_FC_subj.S9,-0.13913712751762025,0.039744687943627795,-0.21616980624542156,-0.1660688540148813,-0.13937852793090114,-0.11230003760264816,-0.06084489642874197,0.0010624268272689161
a_SAT,-0.3253812472799697,0.0369199173455566,-0.3999578517083948,-0.3491797310235883,-0.3257510640964485,-0.30118755975320877,-0.2520711125634957,0.0005175574524773117
a_SAT_std,0.13985170310223938,0.03018069164564333,0.09363960590746247,0.11827587538379578,0.13550979395523421,0.15628897328615488,0.2109742730938295,0.0005007132640653921
a_SAT_subj.S1,-0.45305178890802145,0.032232368735726685,-0.5168838797926616,-0.47468791198326743,-0.4529004207234725,-0.4313634898441822,-0.3889832727918801,0.0012418127424321853
a_SAT_subj.S10,-0.38478034146216955,0.023562853261628047,-0.4314651744113735,-0.4004965994886304,-0.3847997071233311,-0.3688837079135026,-0.33840507686338506,0.0007117792162678259
a_SAT_subj.S11,-0.3186777938339071,0.028625268490987746,-0.37466580815951883,-0.3380640343263393,-0.31847499217328595,-0.29907515050090033,-0.26255776084080906,0.0009108822859792193
a_SAT_subj.S12,-0.4865848928761852,0.030076015134240332,-0.5456086808650479,-0.5069286055510587,-0.4865785990399111,-0.46617559373388634,-0.428749422131757,0.0012406358387169552
a_SAT_subj.S13,-0.296124642900075,0.03513480351373548,-0.3654723083390597,-0.3195276249941735,-0.295630964854955,-0.27245506893059745,-0.22777617739167855,0.0016330537575529446
a_SAT_subj.S14,-0.02864069988342452,0.02968198612273437,-0.08633231277779985,-0.04893035516153848,-0.028672652966752213,-0.00873061309065136,0.030398449038982367,0.001126484362214434
a_SAT_subj.S15,-0.25137248859989886,0.03521885582669444,-0.31912200066120555,-0.2756627822582387,-0.25106171115866777,-0.22743765230396862,-0.18196328432175618,0.0010434988796497152
a_SAT_subj.S16,-0.19454845453878486,0.03051650656314068,-0.2550190910435699,-0.21523885930381703,-0.194302726063544,-0.17369484675062613,-0.13594565093520927,0.000854905317772405
a_SAT_subj.S2,-0.43515396212076984,0.028589268767557144,-0.4910658985482682,-0.45482296095713476,-0.4347738609875736,-0.4152740642314736,-0.3803164242106546,0.0010199014515654484
a_SAT_subj.S3,-0.420524204799182,0.030971776775116137,-0.48031714758178684,-0.441548643322253,-0.42108761611206785,-0.3991636932674624,-0.3601804381091086,0.001160346757781479
a_SAT_subj.S4,-0.13445731639602274,0.02814989058842429,-0.1894507584355951,-0.1535367965776837,-0.13420287391826638,-0.11519272648775863,-0.0786503553423314,0.0007851830473717389
a_SAT_subj.S5,-0.35485902650775486,0.03963867227423073,-0.43334153662358904,-0.38115290630523635,-0.3548230005435606,-0.32840971843304106,-0.2767246778573067,0.001269425915799214
a_SAT_subj.S6,-0.4068479760402215,0.03314285804468834,-0.4733631412076279,-0.42880757122135105,-0.4061203978234056,-0.3842282428816818,-0.34426073708776445,0.0009677580381126007
a_SAT_subj.S7,-0.2980707052040026,0.029601935789069583,-0.357581137373334,-0.31763644160514887,-0.29785846196231863,-0.2779668841001951,-0.24120049739741112,0.0008016801232618995
a_SAT_subj.S8,-0.4097703505687641,0.036472273779800134,-0.48369936794614854,-0.434098903850883,-0.4088508535488935,-0.38486489289393366,-0.34040567543393435,0.0013139003211573483
a_SAT_subj.S9,-0.33377845633154635,0.02909496510336061,-0.39110518742488565,-0.35295410271094585,-0.33324499033170946,-0.3142112519991354,-0.27767002255459766,0.0009580001165368591
a_SAT:FC,0.032256527355890845,0.04159227043616877,-0.0502243128264678,0.005680485399473009,0.031984618415912325,0.05948328807702706,0.11322984807729103,0.0006859578907343946
a_SAT:FC_std,0.14929824725633997,0.037207662553706174,0.09171558182917466,0.12325879380641647,0.14445863357460073,0.16972751072339,0.23471019605027987,0.0008894987317355465
a_SAT:FC_subj.S1,-0.16935239954083012,0.062222619087579756,-0.290946387445278,-0.212518554235451,-0.16944182294771765,-0.12577479162855537,-0.05062433347890387,0.0024021502533503477
