,level_0,value,SAT,contrast,stimulus,parameter,participant,fit
46,18,2.9549,accuracy,4.0,right,v,data_S12.csv,0.0
47,19,0.4288,accuracy,,,t0,data_S12.csv,0.0
48,20,0.2659,accuracy,,,szr,data_S12.csv,0.0
49,21,-0.1707,accuracy,2.0,left,v,data_S12.csv,0.0
50,22,0.3583,accuracy,1.0,right,v,data_S12.csv,0.0
51,23,2.0954,accuracy,3.0,right,v,data_S12.csv,0.0
52,24,0.5079,accuracy,2.0,right,v,data_S12.csv,0.0
53,25,0.2825,accuracy,1.0,left,v,data_S12.csv,0.0
54,26,-2.0874,accuracy,3.0,left,v,data_S12.csv,0.0
55,27,-3.3267,accuracy,5.0,left,v,data_S12.csv,0.0
56,28,-3.3235,accuracy,4.0,left,v,data_S12.csv,0.0
57,29,3.6487,accuracy,5.0,right,v,data_S12.csv,0.0
58,1,0.5,,,,zr,data_S8.csv,0.0
59,2,1.4106,accuracy,,,a,data_S8.csv,0.0
60,3,-4.439,accuracy,5.0,left,v,data_S8.csv,0.0
61,4,0.3821,accuracy,,,t0,data_S8.csv,0.0
62,5,0.2293,accuracy,,,szr,data_S8.csv,0.0
63,6,0.528,,,,sv,data_S8.csv,0.0
64,7,0.1125,,,,st0,data_S8.csv,0.0
65,8,1.9626,accuracy,3.0,right,v,data_S8.csv,0.0
66,9,3.2856,accuracy,4.0,right,v,data_S8.csv,0.0
67,10,-3.5344,accuracy,4.0,left,v,data_S8.csv,0.0
68,11,5.0777,accuracy,5.0,right,v,data_S8.csv,0.0
69,12,-0.0079,accuracy,1.0,left,v,data_S8.csv,0.0
70,13,-1.9715,accuracy,3.0,left,v,data_S8.csv,0.0
71,14,-0.307,accuracy,2.0,left,v,data_S8.csv,0.0
72,15,0.1999,accuracy,1.0,right,v,data_S8.csv,0.0
73,16,1.2535,accuracy,2.0,right,v,data_S8.csv,0.0
74,17,0.9003,speed,,,a,data_S8.csv,0.0
75,18,-0.1157,speed,2.0,left,v,data_S8.csv,0.0
76,19,0.2991,speed,,,t0,data_S8.csv,0.0
77,20,0.2491,speed,,,szr,data_S8.csv,0.0
78,21,-0.1691,speed,1.0,left,v,data_S8.csv,0.0
79,22,0.4319,speed,1.0,right,v,data_S8.csv,0.0
80,23,-1.7353,speed,3.0,left,v,data_S8.csv,0.0
81,24,3.0,speed,3.0,right,v,data_S8.csv,0.0
82,25,-3.9226,speed,5.0,left,v,data_S8.csv,0.0
83,26,6.5619,speed,5.0,right,v,data_S8.csv,0.0
84,27,-2.4789,speed,4.0,left,v,data_S8.csv,0.0
85,28,1.2482,speed,2.0,right,v,data_S8.csv,0.0
86,29,3.0244,speed,4.0,right,v,data_S8.csv,0.0
87,1,0.5227,,,,zr,data_S3.csv,0.0
88,2,1.2895,accuracy,,,a,data_S3.csv,0.0
89,3,-3.0313,accuracy,5.0,left,v,data_S3.csv,0.0
90,4,0.2925,accuracy,,,t0,data_S3.csv,0.0
91,5,0.1317,accuracy,,,szr,data_S3.csv,0.0
92,6,0.7518,,,,sv,data_S3.csv,0.0
93,7,0.0371,,,,st0,data_S3.csv,0.0
94,8,2.4563,accuracy,3.0,right,v,data_S3.csv,0.0
95,9,0.2355,accuracy,1.0,left,v,data_S3.csv,0.0
96,10,3.9111,accuracy,4.0,right,v,data_S3.csv,0.0
97,11,1.2549,accuracy,2.0,right,v,data_S3.csv,0.0
98,12,4.4933,accuracy,5.0,right,v,data_S3.csv,0.0
99,13,-2.4093,accuracy,4.0,left,v,data_S3.csv,0.0
100,14,-0.2287,accuracy,2.0,left,v,data_S3.csv,0.0
101,15,-1.1062,accuracy,3.0,left,v,data_S3.csv,0.0
102,16,0.8187,accuracy,1.0,right,v,data_S3.csv,0.0
103,17,1.0064,speed,,,a,data_S3.csv,0.0
104,18,-0.8607,speed,3.0,left,v,data_S3.csv,0.0
105,19,0.2725,speed,,,t0,data_S3.csv,0.0
106,20,0.4032,speed,,,szr,data_S3.csv,0.0
107,21,0.939,speed,2.0,right,v,data_S3.csv,0.0
108,22,-0.1359,speed,1.0,left,v,data_S3.csv,0.0
109,23,-1.7988,speed,4.0,left,v,data_S3.csv,0.0
110,24,4.6601,speed,5.0,right,v,data_S3.csv,0.0
111,25,0.1253,speed,2.0,left,v,data_S3.csv,0.0
112,26,3.4751,speed,4.0,right,v,data_S3.csv,0.0
113,27,-2.7273,speed,5.0,left,v,data_S3.csv,0.0
114,28,2.7583,speed,3.0,right,v,data_S3.csv,0.0
115,29,0.3796,speed,1.0,right,v,data_S3.csv,0.0
116,1,0.5238,,,,zr,data_S6.csv,0.0
117,2,0.9394,speed,,,a,data_S6.csv,0.0
118,3,2.7356,speed,4.0,right,v,data_S6.csv,0.0
119,4,0.3105,speed,,,t0,data_S6.csv,0.0
120,5,0.4403,speed,,,szr,data_S6.csv,0.0
121,6,0.7074,,,,sv,data_S6.csv,0.0
122,7,0.1567,,,,st0,data_S6.csv,0.0
123,8,-3.7457,speed,4.0,left,v,data_S6.csv,0.0
124,9,-0.7732,speed,1.0,left,v,data_S6.csv,0.0
125,10,-0.5086,speed,2.0,right,v,data_S6.csv,0.0
126,11,-1.0434,speed,2.0,left,v,data_S6.csv,0.0
127,12,4.872,speed,5.0,right,v,data_S6.csv,0.0
128,13,-0.4685,speed,1.0,right,v,data_S6.csv,0.0
129,14,1.7488,speed,3.0,right,v,data_S6.csv,0.0
130,15,-1.9786,speed,3.0,left,v,data_S6.csv,0.0
131,16,-3.2884,speed,5.0,left,v,data_S6.csv,0.0
132,17,1.2468,accuracy,,,a,data_S6.csv,0.0
133,18,0.9727,accuracy,3.0,right,v,data_S6.csv,0.0
134,19,0.3929,accuracy,,,t0,data_S6.csv,0.0
135,20,0.2334,accuracy,,,szr,data_S6.csv,0.0
136,21,5.2918,accuracy,5.0,right,v,data_S6.csv,0.0
137,22,-0.9536,accuracy,1.0,left,v,data_S6.csv,0.0
138,23,-0.4827,accuracy,2.0,left,v,data_S6.csv,0.0
139,24,-3.8536,accuracy,4.0,left,v,data_S6.csv,0.0
140,25,-0.0632,accuracy,1.0,right,v,data_S6.csv,0.0
141,26,3.7497,accuracy,4.0,right,v,data_S6.csv,0.0
142,27,-6.5052,accuracy,5.0,left,v,data_S6.csv,0.0
143,28,0.1845,accuracy,2.0,right,v,data_S6.csv,0.0
144,29,-2.1319,accuracy,3.0,left,v,data_S6.csv,0.0
145,1,0.5,,,,zr,data_S5.csv,0.0024
146,2,1.3738,accuracy,,,a,data_S5.csv,0.0024
147,3,1.8633,accuracy,3.0,right,v,data_S5.csv,0.0024
148,4,0.2931,accuracy,,,t0,data_S5.csv,0.0024
149,5,0.0634,accuracy,,,szr,data_S5.csv,0.0024
150,6,0.5414,,,,sv,data_S5.csv,0.0024
151,7,0.0356,,,,st0,data_S5.csv,0.0024
152,8,-3.326,accuracy,5.0,left,v,data_S5.csv,0.0024
153,9,4.5835,accuracy,5.0,right,v,data_S5.csv,0.0024
154,10,-0.2345,accuracy,2.0,left,v,data_S5.csv,0.0024
155,11,0.5837,accuracy,1.0,right,v,data_S5.csv,0.0024
156,12,3.7733,accuracy,4.0,right,v,data_S5.csv,0.0024
157,13,0.6077,accuracy,1.0,left,v,data_S5.csv,0.0024
158,14,-2.6221,accuracy,4.0,left,v,data_S5.csv,0.0024
159,15,-0.706,accuracy,3.0,left,v,data_S5.csv,0.0024
160,16,0.9778,accuracy,2.0,right,v,data_S5.csv,0.0024
161,17,1.0201,speed,,,a,data_S5.csv,0.0024
162,18,5.8306,speed,5.0,right,v,data_S5.csv,0.0024
163,19,0.2838,speed,,,t0,data_S5.csv,0.0024
164,20,0.3014,speed,,,szr,data_S5.csv,0.0024
165,21,-1.791,speed,3.0,left,v,data_S5.csv,0.0024
166,22,1.488,speed,2.0,right,v,data_S5.csv,0.0024
167,23,4.2801,speed,4.0,right,v,data_S5.csv,0.0024
168,24,-4.4765,speed,5.0,left,v,data_S5.csv,0.0024
169,25,-0.2976,speed,2.0,left,v,data_S5.csv,0.0024
170,26,0.3412,speed,1.0,left,v,data_S5.csv,0.0024
171,27,-2.6296,speed,4.0,left,v,data_S5.csv,0.0024
172,28,2.3643,speed,3.0,right,v,data_S5.csv,0.0024
173,29,0.7188,speed,1.0,right,v,data_S5.csv,0.0024
174,1,0.5,,,,zr,data_S7.csv,0.0
175,2,0.7861,speed,,,a,data_S7.csv,0.0
176,3,-0.3945,speed,1.0,left,v,data_S7.csv,0.0
177,4,0.3155,speed,,,t0,data_S7.csv,0.0
178,5,0.5136,speed,,,szr,data_S7.csv,0.0
179,6,0.4425,,,,sv,data_S7.csv,0.0
180,7,0.1345,,,,st0,data_S7.csv,0.0
181,8,-0.262,speed,2.0,left,v,data_S7.csv,0.0
182,9,-0.1272,speed,1.0,right,v,data_S7.csv,0.0
183,10,0.145,speed,2.0,right,v,data_S7.csv,0.0
184,11,-1.4146,speed,3.0,left,v,data_S7.csv,0.0
185,12,1.2619,speed,3.0,right,v,data_S7.csv,0.0
186,13,-2.5669,speed,4.0,left,v,data_S7.csv,0.0
187,14,-2.6589,speed,5.0,left,v,data_S7.csv,0.0
188,15,2.6636,speed,4.0,right,v,data_S7.csv,0.0
189,16,4.5794,speed,5.0,right,v,data_S7.csv,0.0
190,17,1.1733,accuracy,,,a,data_S7.csv,0.0
191,18,1.8196,accuracy,3.0,right,v,data_S7.csv,0.0
192,19,0.3487,accuracy,,,t0,data_S7.csv,0.0
193,20,0.2444,accuracy,,,szr,data_S7.csv,0.0
194,21,5.3073,accuracy,5.0,right,v,data_S7.csv,0.0
195,22,-0.604,accuracy,2.0,left,v,data_S7.csv,0.0
196,23,0.0608,accuracy,1.0,right,v,data_S7.csv,0.0
197,24,0.3978,accuracy,2.0,right,v,data_S7.csv,0.0
198,25,-2.3603,accuracy,3.0,left,v,data_S7.csv,0.0
199,26,-0.1311,accuracy,1.0,left,v,data_S7.csv,0.0
200,27,-3.0231,accuracy,4.0,left,v,data_S7.csv,0.0
201,28,4.0065,accuracy,4.0,right,v,data_S7.csv,0.0
202,29,-4.9993,accuracy,5.0,left,v,data_S7.csv,0.0
203,1,0.5238,,,,zr,data_S9.csv,0.0
204,2,1.2479,accuracy,,,a,data_S9.csv,0.0
205,3,6.0287,accuracy,5.0,right,v,data_S9.csv,0.0
206,4,0.3759,accuracy,,,t0,data_S9.csv,0.0
207,5,0.0662,accuracy,,,szr,data_S9.csv,0.0
208,6,0.3089,,,,sv,data_S9.csv,0.0
209,7,0.1454,,,,st0,data_S9.csv,0.0
210,8,-4.3438,accuracy,4.0,left,v,data_S9.csv,0.0
211,9,1.8983,accuracy,3.0,right,v,data_S9.csv,0.0
212,10,-0.9198,accuracy,1.0,left,v,data_S9.csv,0.0
213,11,3.8679,accuracy,4.0,right,v,data_S9.csv,0.0
214,12,-0.2298,accuracy,1.0,right,v,data_S9.csv,0.0
215,13,-1.4061,accuracy,2.0,left,v,data_S9.csv,0.0
216,14,-0.2398,accuracy,2.0,right,v,data_S9.csv,0.0
217,15,-2.8608,accuracy,3.0,left,v,data_S9.csv,0.0
218,16,-6.1909,accuracy,5.0,left,v,data_S9.csv,0.0
219,17,0.9184,speed,,,a,data_S9.csv,0.0
220,18,1.7183,speed,3.0,right,v,data_S9.csv,0.0
221,19,0.3391,speed,,,t0,data_S9.csv,0.0
222,20,0.2542,speed,,,szr,data_S9.csv,0.0
223,21,-0.5846,speed,1.0,right,v,data_S9.csv,0.0
224,22,-0.4979,speed,2.0,right,v,data_S9.csv,0.0
225,23,3.9044,speed,4.0,right,v,data_S9.csv,0.0
226,24,-2.487,speed,3.0,left,v,data_S9.csv,0.0
227,25,-4.4987,speed,4.0,left,v,data_S9.csv,0.0
228,26,-0.8097,speed,1.0,left,v,data_S9.csv,0.0
229,27,-1.5778,speed,2.0,left,v,data_S9.csv,0.0
230,28,5.9269,speed,5.0,right,v,data_S9.csv,0.0
231,29,-6.2598,speed,5.0,left,v,data_S9.csv,0.0
232,1,0.575,,,,zr,data_S2.csv,0.0
233,2,0.8756,speed,,,a,data_S2.csv,0.0
234,3,0.7488,speed,2.0,right,v,data_S2.csv,0.0
235,4,0.2967,speed,,,t0,data_S2.csv,0.0
236,5,0.4753,speed,,,szr,data_S2.csv,0.0
237,6,0.7799,,,,sv,data_S2.csv,0.0
238,7,0.0681,,,,st0,data_S2.csv,0.0
239,8,-0.2779,speed,2.0,left,v,data_S2.csv,0.0
240,9,-0.0048,speed,1.0,right,v,data_S2.csv,0.0
241,10,3.2329,speed,4.0,right,v,data_S2.csv,0.0
242,11,1.7877,speed,3.0,right,v,data_S2.csv,0.0
243,12,7.1164,speed,5.0,right,v,data_S2.csv,0.0
244,13,-1.1202,speed,3.0,left,v,data_S2.csv,0.0
245,14,0.2564,speed,1.0,left,v,data_S2.csv,0.0
246,15,-2.871,speed,4.0,left,v,data_S2.csv,0.0
247,16,-4.1368,speed,5.0,left,v,data_S2.csv,0.0
248,17,1.1609,accuracy,,,a,data_S2.csv,0.0
249,18,0.9824,accuracy,2.0,right,v,data_S2.csv,0.0
250,19,0.3408,accuracy,,,t0,data_S2.csv,0.0
251,20,0.3013,accuracy,,,szr,data_S2.csv,0.0
252,21,5.4363,accuracy,5.0,right,v,data_S2.csv,0.0
253,22,-4.2038,accuracy,4.0,left,v,data_S2.csv,0.0
254,23,1.8746,accuracy,3.0,right,v,data_S2.csv,0.0
255,24,3.4873,accuracy,4.0,right,v,data_S2.csv,0.0
256,25,-2.7438,accuracy,3.0,left,v,data_S2.csv,0.0
257,26,-0.2859,accuracy,2.0,left,v,data_S2.csv,0.0
258,27,0.5678,accuracy,1.0,right,v,data_S2.csv,0.0
259,28,-0.417,accuracy,1.0,left,v,data_S2.csv,0.0
260,29,-4.6238,accuracy,5.0,left,v,data_S2.csv,0.0
261,1,0.525,,,,zr,data_S4.csv,0.0005
262,2,1.0348,speed,,,a,data_S4.csv,0.0005
263,3,6.4958,speed,4.0,right,v,data_S4.csv,0.0005
264,4,0.2656,speed,,,t0,data_S4.csv,0.0005
265,5,0.3343,speed,,,szr,data_S4.csv,0.0005
266,6,0.4816,,,,sv,data_S4.csv,0.0005
267,7,0.0383,,,,st0,data_S4.csv,0.0005
268,8,-6.0807,speed,5.0,left,v,data_S4.csv,0.0005
269,9,0.5591,speed,1.0,right,v,data_S4.csv,0.0005
270,10,-4.1072,speed,4.0,left,v,data_S4.csv,0.0005
271,11,8.0912,speed,5.0,right,v,data_S4.csv,0.0005
272,12,-2.3854,speed,3.0,left,v,data_S4.csv,0.0005
273,13,-0.7333,speed,2.0,left,v,data_S4.csv,0.0005
274,14,-0.0304,speed,1.0,left,v,data_S4.csv,0.0005
275,15,3.3624,speed,3.0,right,v,data_S4.csv,0.0005
276,16,1.3188,speed,2.0,right,v,data_S4.csv,0.0005
277,17,1.1961,accuracy,,,a,data_S4.csv,0.0005
278,18,5.2297,accuracy,5.0,right,v,data_S4.csv,0.0005
279,19,0.2721,accuracy,,,t0,data_S4.csv,0.0005
280,20,0.0,accuracy,,,szr,data_S4.csv,0.0005
281,21,2.9158,accuracy,3.0,right,v,data_S4.csv,0.0005
282,22,-3.7755,accuracy,4.0,left,v,data_S4.csv,0.0005
283,23,1.0702,accuracy,2.0,right,v,data_S4.csv,0.0005
284,24,-4.8029,accuracy,5.0,left,v,data_S4.csv,0.0005
285,25,0.0284,accuracy,1.0,left,v,data_S4.csv,0.0005
286,26,0.6443,accuracy,1.0,right,v,data_S4.csv,0.0005
287,27,-0.1545,accuracy,2.0,left,v,data_S4.csv,0.0005
288,28,4.2149,accuracy,4.0,right,v,data_S4.csv,0.0005
289,29,-2.2859,accuracy,3.0,left,v,data_S4.csv,0.0005
290,1,0.5313,,,,zr,data_S1.csv,0.0
291,2,0.9393,accuracy,,,a,data_S1.csv,0.0
292,3,7.7985,accuracy,5.0,right,v,data_S1.csv,0.0
293,4,0.3531,accuracy,,,t0,data_S1.csv,0.0
294,5,0.1346,accuracy,,,szr,data_S1.csv,0.0
295,6,0.8397,,,,sv,data_S1.csv,0.0
296,7,0.0691,,,,st0,data_S1.csv,0.0
297,8,0.0923,accuracy,2.0,left,v,data_S1.csv,0.0
298,9,-3.4765,accuracy,4.0,left,v,data_S1.csv,0.0
299,10,-5.9283,accuracy,5.0,left,v,data_S1.csv,0.0
300,11,4.5736,accuracy,4.0,right,v,data_S1.csv,0.0
301,12,3.0167,accuracy,3.0,right,v,data_S1.csv,0.0
302,13,0.2848,accuracy,1.0,left,v,data_S1.csv,0.0
303,14,1.611,accuracy,2.0,right,v,data_S1.csv,0.0
304,15,-1.9934,accuracy,3.0,left,v,data_S1.csv,0.0
305,16,1.5848,accuracy,1.0,right,v,data_S1.csv,0.0
306,17,0.7901,speed,,,a,data_S1.csv,0.0
307,18,-0.7982,speed,3.0,left,v,data_S1.csv,0.0
308,19,0.288,speed,,,t0,data_S1.csv,0.0
309,20,0.4684,speed,,,szr,data_S1.csv,0.0
310,21,1.6375,speed,2.0,right,v,data_S1.csv,0.0
311,22,6.4626,speed,5.0,right,v,data_S1.csv,0.0
312,23,0.7533,speed,1.0,left,v,data_S1.csv,0.0
313,24,0.7124,speed,2.0,left,v,data_S1.csv,0.0
314,25,-4.7165,speed,5.0,left,v,data_S1.csv,0.0
315,26,1.2947,speed,1.0,right,v,data_S1.csv,0.0
316,27,2.9688,speed,3.0,right,v,data_S1.csv,0.0
317,28,-2.6369,speed,4.0,left,v,data_S1.csv,0.0
318,29,4.5955,speed,4.0,right,v,data_S1.csv,0.0
319,1,0.5,,,,zr,data_S13.csv,0.0001
320,2,1.1245,accuracy,,,a,data_S13.csv,0.0001
321,3,0.7058,accuracy,1.0,right,v,data_S13.csv,0.0001
322,4,0.3327,accuracy,,,t0,data_S13.csv,0.0001
323,5,0.4043,accuracy,,,szr,data_S13.csv,0.0001
324,6,0.5055,,,,sv,data_S13.csv,0.0001
325,7,0.0884,,,,st0,data_S13.csv,0.0001
326,8,1.1258,accuracy,2.0,right,v,data_S13.csv,0.0001
327,9,0.4969,accuracy,1.0,left,v,data_S13.csv,0.0001
328,10,-0.026,accuracy,2.0,left,v,data_S13.csv,0.0001
329,11,-1.3135,accuracy,3.0,left,v,data_S13.csv,0.0001
330,12,-2.9496,accuracy,4.0,left,v,data_S13.csv,0.0001
331,13,2.3568,accuracy,3.0,right,v,data_S13.csv,0.0001
332,14,3.0291,accuracy,4.0,right,v,data_S13.csv,0.0001
333,15,3.919,accuracy,5.0,right,v,data_S13.csv,0.0001
334,16,-3.4489,accuracy,5.0,left,v,data_S13.csv,0.0001
335,17,0.8888,speed,,,a,data_S13.csv,0.0001
336,18,2.7515,speed,5.0,right,v,data_S13.csv,0.0001
337,19,0.2768,speed,,,t0,data_S13.csv,0.0001
338,20,0.4026,speed,,,szr,data_S13.csv,0.0001
339,21,0.5688,speed,1.0,right,v,data_S13.csv,0.0001
340,22,2.0629,speed,3.0,right,v,data_S13.csv,0.0001
341,23,4.4047,speed,4.0,right,v,data_S13.csv,0.0001
342,24,0.6624,speed,1.0,left,v,data_S13.csv,0.0001
343,25,-2.6506,speed,4.0,left,v,data_S13.csv,0.0001
344,26,-3.0144,speed,5.0,left,v,data_S13.csv,0.0001
345,27,1.2307,speed,2.0,right,v,data_S13.csv,0.0001
346,28,0.0805,speed,2.0,left,v,data_S13.csv,0.0001
347,29,-0.7959,speed,3.0,left,v,data_S13.csv,0.0001
348,1,0.5,,,,zr,data_S14.csv,0.0
349,2,0.9081,speed,,,a,data_S14.csv,0.0
350,3,-3.0972,speed,5.0,left,v,data_S14.csv,0.0
351,4,0.2257,speed,,,t0,data_S14.csv,0.0
352,5,0.042,speed,,,szr,data_S14.csv,0.0
353,6,0.4934,,,,sv,data_S14.csv,0.0
354,7,0.0956,,,,st0,data_S14.csv,0.0
355,8,3.0943,speed,4.0,right,v,data_S14.csv,0.0
356,9,0.3587,speed,2.0,right,v,data_S14.csv,0.0
357,10,0.8817,speed,3.0,right,v,data_S14.csv,0.0
358,11,-0.7109,speed,1.0,left,v,data_S14.csv,0.0
359,12,4.1474,speed,5.0,right,v,data_S14.csv,0.0
360,13,-0.9926,speed,2.0,left,v,data_S14.csv,0.0
361,14,-2.2398,speed,3.0,left,v,data_S14.csv,0.0
362,15,0.1129,speed,1.0,right,v,data_S14.csv,0.0
363,16,-2.4726,speed,4.0,left,v,data_S14.csv,0.0
364,17,1.2526,accuracy,,,a,data_S14.csv,0.0
365,18,-0.5553,accuracy,2.0,left,v,data_S14.csv,0.0
366,19,0.3075,accuracy,,,t0,data_S14.csv,0.0
367,20,0.3121,accuracy,,,szr,data_S14.csv,0.0
368,21,-3.64,accuracy,4.0,left,v,data_S14.csv,0.0
369,22,0.9237,accuracy,2.0,right,v,data_S14.csv,0.0
370,23,1.5718,accuracy,3.0,right,v,data_S14.csv,0.0
371,24,-5.3177,accuracy,5.0,left,v,data_S14.csv,0.0
372,25,-1.775,accuracy,3.0,left,v,data_S14.csv,0.0
373,26,0.3658,accuracy,1.0,right,v,data_S14.csv,0.0
374,27,-0.0651,accuracy,1.0,left,v,data_S14.csv,0.0
375,28,4.7296,accuracy,5.0,right,v,data_S14.csv,0.0
376,29,3.5184,accuracy,4.0,right,v,data_S14.csv,0.0
377,1,0.5588,,,,zr,data_S11.csv,0.0
378,2,0.983,accuracy,,,a,data_S11.csv,0.0
379,3,6.2233,accuracy,5.0,right,v,data_S11.csv,0.0
380,4,0.2712,accuracy,,,t0,data_S11.csv,0.0
381,5,0.1746,accuracy,,,szr,data_S11.csv,0.0
382,6,1.5516,,,,sv,data_S11.csv,0.0
383,7,0.0319,,,,st0,data_S11.csv,0.0
384,8,1.202,accuracy,2.0,right,v,data_S11.csv,0.0
385,9,6.0469,accuracy,4.0,right,v,data_S11.csv,0.0
386,10,-4.7523,accuracy,5.0,left,v,data_S11.csv,0.0
387,11,0.0,accuracy,1.0,left,v,data_S11.csv,0.0
388,12,-3.3451,accuracy,4.0,left,v,data_S11.csv,0.0
389,13,-0.5223,accuracy,2.0,left,v,data_S11.csv,0.0
390,14,3.8607,accuracy,3.0,right,v,data_S11.csv,0.0
391,15,-2.5217,accuracy,3.0,left,v,data_S11.csv,0.0
392,16,0.5148,accuracy,1.0,right,v,data_S11.csv,0.0
393,17,1.0789,speed,,,a,data_S11.csv,0.0
394,18,4.5468,speed,5.0,right,v,data_S11.csv,0.0
395,19,0.2361,speed,,,t0,data_S11.csv,0.0
396,20,0.0553,speed,,,szr,data_S11.csv,0.0
397,21,-3.2053,speed,4.0,left,v,data_S11.csv,0.0
398,22,0.8799,speed,1.0,right,v,data_S11.csv,0.0
399,23,3.8629,speed,4.0,right,v,data_S11.csv,0.0
400,24,-4.307,speed,5.0,left,v,data_S11.csv,0.0
401,25,-1.8088,speed,3.0,left,v,data_S11.csv,0.0
402,26,1.7251,speed,2.0,right,v,data_S11.csv,0.0
403,27,0.1555,speed,1.0,left,v,data_S11.csv,0.0
404,28,-0.1323,speed,2.0,left,v,data_S11.csv,0.0
405,29,2.9279,speed,3.0,right,v,data_S11.csv,0.0
